2025-04-11T12:32:32+02:00
Running ./hyriseBenchmarkPlayground
Run on (224 X 3800 MHz CPU s)
CPU Caches:
  L1 Data 32 KiB (x112)
  L1 Instruction 32 KiB (x112)
  L2 Unified 1024 KiB (x112)
  L3 Unified 39424 KiB (x4)
Load Average: 0.53, 0.38, 0.28
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Comparisons","Matches","branch-instructions","branch-misses","cache-misses","cycles","instructions"
"BM_JoinBin/1048576/1048576/2048/iterations:5",5,0.112569,0.112542,ms,,,,,,0,2.14748e+09,49386.4,5086.4,1.6,420095,246813
"BM_JoinBin/10485760/10485760/1/iterations:5",5,510.549,510.498,ms,,,,,,0,1.04858e+07,1.04438e+09,282085,6.43544e+06,1.92563e+09,5.14012e+09
"BM_JoinBin/10485760/10485760/2/iterations:5",5,267.649,267.632,ms,,,,,,0,2.09715e+07,5.32677e+08,148436,6.41126e+06,1.00913e+09,2.62249e+09
"BM_JoinBin/10485760/10485760/4/iterations:5",5,141.772,141.769,ms,,,,,,0,4.1943e+07,2.64241e+08,20313.4,6.39596e+06,5.34684e+08,1.30286e+09
"BM_JoinBin/10485760/10485760/8/iterations:5",5,81.127,81.1294,ms,,,,,,0,8.38861e+07,1.33694e+08,12583.2,6.39137e+06,3.05922e+08,6.59292e+08
"BM_JoinBin/10485760/10485760/16/iterations:5",5,67.2259,67.227,ms,,,,,,0,1.67772e+08,6.73711e+07,3283.4,7.66947e+06,2.53139e+08,3.32268e+08
"BM_JoinBin/10485760/10485760/32/iterations:5",5,72.1264,72.1278,ms,,,,,,0,3.35544e+08,3.39969e+07,3751.2,6.29732e+06,2.7207e+08,1.67723e+08
"BM_JoinBin/10485760/10485760/64/iterations:5",5,45.9052,45.9061,ms,,,,,,0,6.71089e+08,1.71419e+07,7516.2,3.268e+06,1.73047e+08,8.45828e+07
"BM_JoinBin/10485760/10485760/128/iterations:5",5,25.9042,25.9046,ms,,,,,,0,1.34218e+09,8.66523e+06,12203.2,2.17048e+06,9.7709e+07,4.27587e+07
"BM_JoinBin/10485760/10485760/256/iterations:5",5,12.429,12.4293,ms,,,,,,0,2.68435e+09,4.36957e+06,22078,985660,4.6898e+07,2.15656e+07
